dataset,algorithm,seed,timestamp,Precision@1,nDCG@1,Precision@5,nDCG@5,Precision@10,nDCG@10
amazon_videogames,ALS,1,2026-07-16T10:46:20.062926,0.02674218639067258,0.02674218639067258,0.018042692835618386,0.04758424393223903,0.014131549469100547,0.06017634066162043
amazon_videogames,ItemKNN,1,2026-07-16T10:48:13.851641,0.00023665651673161574,0.00023665651673161574,0.000135683069592793,0.00040683489493351164,0.00013726077970433712,0.0005979403656025738
amazon_videogames,Pop,1,2026-07-16T10:49:29.162980,0.005790196109366865,0.005790196109366865,0.004673177350393639,0.012003041725923203,0.003999495132764306,0.016233216771194263
amazon_videogames,ALS,7,2026-07-16T10:51:12.500043,0.02672640928955714,0.02672640928955714,0.018298281873688527,0.04769049132144163,0.01430825300159349,0.06032348631418743
amazon_videogames,ItemKNN,7,2026-07-16T10:53:02.637593,0.00025243361784705676,0.00025243361784705676,0.00016408185160058693,0.0004499535207650368,0.00014514933026205765,0.0006167797335819331
amazon_videogames,Pop,7,2026-07-16T10:54:20.202971,0.005979521322752157,0.005979521322752157,0.004707886972847609,0.012250150164416277,0.003991606582206585,0.016343168191176587
amazon_videogames,ALS,21,2026-07-16T10:56:17.531766,0.026821071896249785,0.026821071896249785,0.01810580124008015,0.047395849692934845,0.014344540334159,0.060284332601085566
amazon_videogames,ItemKNN,21,2026-07-16T10:58:10.356103,0.0002208794156161747,0.0002208794156161747,0.00015777101115441056,0.0004109151628208669,0.00014830475048514585,0.0005934638293035533
amazon_videogames,Pop,21,2026-07-16T10:59:28.016435,0.006105738131675686,0.006105738131675686,0.0047078869728476086,0.012052625001705468,0.0040752252181184235,0.016401282256149504
amazon_videogames,ALS,42,2026-07-16T11:01:24.321455,0.02858810722117918,0.02858810722117918,0.018342457756811762,0.04895776450549649,0.014306675291481944,0.06156829360667596
amazon_videogames,ItemKNN,42,2026-07-16T11:03:15.825145,0.0001893252133852926,0.0001893252133852926,0.00013568306959279303,0.0003475031177450769,0.00011675054825426376,0.00048276657515891174
amazon_videogames,Pop,42,2026-07-16T11:04:35.003062,0.005616647997097013,0.005616647997097013,0.004619535206601139,0.011782724558112651,0.003868545193506145,0.015706285243294413
amazon_videogames,ALS,84,2026-07-16T11:06:29.480271,0.027751920862060804,0.027751920862060804,0.01833930233658868,0.04832762577420483,0.014320874682485841,0.0609875891229935
amazon_videogames,ItemKNN,84,2026-07-16T11:08:23.584438,0.00020510231450073365,0.00020510231450073365,0.00015461559093132228,0.0003986170207321975,0.00016250414148904281,0.0006282350863219091
amazon_videogames,Pop,84,2026-07-16T11:09:41.438927,0.006105738131675686,0.006105738131675686,0.0043576353280848175,0.011511349054012111,0.003884322294621587,0.01591698263555429
lastfm,ALS,1,2026-07-16T11:09:45.077763,0.09174311926605505,0.09174311926605505,0.07853211009174312,0.10057357728373957,0.06779816513761469,0.11038925032339027
lastfm,ItemKNN,1,2026-07-16T11:09:50.579952,0.001834862385321101,0.001834862385321101,0.004036697247706423,0.0035587676443718246,0.002752293577981652,0.003478719204689084
lastfm,Pop,1,2026-07-16T11:09:53.173884,0.04036697247706422,0.04036697247706422,0.037981651376146786,0.04596907493396089,0.033119266055045865,0.053480684114849776
lastfm,ALS,7,2026-07-16T11:09:56.300584,0.11009174311926606,0.11009174311926606,0.0873394495412844,0.1167697887142675,0.07146788990825688,0.12364646672138582
lastfm,ItemKNN,7,2026-07-16T11:10:01.707132,0.001834862385321101,0.001834862385321101,0.004403669724770643,0.004035173471944237,0.0033944954128440367,0.004052331650237286
lastfm,Pop,7,2026-07-16T11:10:04.267895,0.03302752293577982,0.03302752293577982,0.039266055045871565,0.04864470766268622,0.03376146788990826,0.053633614615568474
lastfm,ALS,21,2026-07-16T11:10:07.403487,0.10550458715596331,0.10550458715596331,0.08678899082568807,0.11358658121995971,0.07137614678899083,0.12064496112648257
lastfm,ItemKNN,21,2026-07-16T11:10:13.237048,0.0009174311926605505,0.0009174311926605505,0.003669724770642202,0.0032804409374488108,0.003211009174311927,0.0035284472870901282
lastfm,Pop,21,2026-07-16T11:10:15.780608,0.03577981651376147,0.03577981651376147,0.03577981651376147,0.0445170325726605,0.031926605504587154,0.0492131435147888
lastfm,ALS,42,2026-07-16T11:10:18.942087,0.10642201834862386,0.10642201834862386,0.0836697247706422,0.1055763609410015,0.06990825688073395,0.11249350197585095
lastfm,ItemKNN,42,2026-07-16T11:10:24.361685,0.0,0.0,0.004954128440366972,0.0038789948711857964,0.004036697247706423,0.0043162548646444735
lastfm,Pop,42,2026-07-16T11:10:27.487453,0.04036697247706422,0.04036697247706422,0.03853211009174312,0.04839777584475278,0.033853211009174315,0.05564920629242132
lastfm,ALS,84,2026-07-16T11:10:30.796973,0.12293577981651377,0.12293577981651377,0.08495412844036697,0.11292435785960536,0.06788990825688074,0.11502254198054593
lastfm,ItemKNN,84,2026-07-16T11:10:36.454496,0.001834862385321101,0.001834862385321101,0.005688073394495412,0.004995439404947909,0.004311926605504587,0.005078262939702638
lastfm,Pop,84,2026-07-16T11:10:39.039486,0.04128440366972477,0.04128440366972477,0.0363302752293578,0.04495870265453511,0.03403669724770642,0.05317969028219136
